depvar,did_var,N,coef,se,t,p,r2,mean_dep,province_fe,year_fe,cluster,controls,coef_star,se_fmt,panel_version,estimation_note
ppp_quality_zindex,did_intensity,262,0.0652759938523618,0.12152715456302353,0.5371309324823359,0.5911771754889447,0.6123801156648305,0.00719446394250507,Yes,Yes,province,Yes,0.0653,(0.1215),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
ppp_quality_zindex,did_any,262,-0.07748076826549319,0.15840201594594303,-0.4891400390506054,0.624742556633219,0.6126974834873771,0.00719446394250507,Yes,Yes,province,Yes,-0.0775,(0.1584),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
ppp_quality_zindex,treat_share,262,0.5252969355953995,0.4213976844677991,1.246558666450242,0.21255936541674836,0.6128630254535707,0.00719446394250507,Yes,Yes,province,Yes,0.5253,(0.4214),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
exec_share,did_intensity,262,0.09272024790729058,0.07212538504955687,1.285542501347939,0.1986027747242035,0.8394009795565797,0.7052353978701644,Yes,Yes,province,Yes,0.0927,(0.0721),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
exec_share,did_any,262,0.034075995315639866,0.034661301665596486,0.9831135496409366,0.3255515563144519,0.838801619438009,0.7052353978701644,Yes,Yes,province,Yes,0.0341,(0.0347),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
exec_share,treat_share,262,0.3556277047526408,0.1001636129981076,3.55046802035146,0.00038454685220753776,0.8391952879992306,0.7052353978701644,Yes,Yes,province,Yes,0.3556***,(0.1002),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
proc_share,did_intensity,262,-0.1061155506940553,0.0752147846612257,-1.4108336701621826,0.15829366392693767,0.8439871588896339,0.28090071039040365,Yes,Yes,province,Yes,-0.1061,(0.0752),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
proc_share,did_any,262,-0.08086998275446336,0.03580011147284723,-2.258931031982948,0.023887675314610387,0.8440093312738877,0.28090071039040365,Yes,Yes,province,Yes,-0.0809**,(0.0358),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
proc_share,treat_share,262,-0.4022774860927093,0.10190900465650177,-3.947418458738171,7.899841080299854e-05,0.8437049043771,0.28090071039040365,Yes,Yes,province,Yes,-0.4023***,(0.1019),V3 re-estimated,Current V3 panel; province/year FE; clustered by province
